"HasName","Weekday","OutcomeType","OutcomeSubtype","AnimalType","SexUponOutcome","DaysUponOutcome","Breed","Color1","Color2","IsMixedColor"
"false",4,"Transfer","SCRP","Cat","intactmale",730,"mixed","orangetabby",,"false"
"true",0,"Adoption",,"Cat","spayedfemale",60,"mixed","orangetabby",,"false"
"true",1,"Adoption",,"Dog","spayedfemale",730,"mixed","tan","white","true"
"false",0,"Transfer","Partner","Cat","intactmale",28,"mixed","browntabby",,"false"
"false",6,"Return_to_owner",,"Cat","spayedfemale",730,"mixed","black","white","true"
"false",1,"Adoption",,"Dog","spayedfemale",60,"mixed","tricolor","white","true"
"true",3,"Transfer","Partner","Dog","intactmale",730,"mixed","gray","white","true"
"true",1,"Adoption",,"Cat","spayedfemale",60,"mixed","blue","white","true"
"false",4,"Transfer","Partner","Dog","intactmale",90,"mixed","chocolate","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",60,"mixed","tricolor",,"false"
"true",6,"Return_to_owner",,"Dog","neuteredmale",365,"mixed","black","brown","true"
"false",0,"Euthanasia","Suffering","Cat","intactfemale",60,"mixed","black",,"false"
"true",5,"Transfer","Partner","Dog","neuteredmale",240,"mixed","gold",,"false"
"true",5,"Return_to_owner",,"Dog","intactmale",4380,"mixed","black",,"false"
"false",4,"Adoption",,"Cat","spayedfemale",60,"mixed","browntabby",,"false"
"true",6,"Return_to_owner",,"Dog","spayedfemale",2190,"mixed","red",,"false"
"true",0,"Adoption",,"Cat","spayedfemale",90,"mixed","browntabby","white","true"
"true",1,"Return_to_owner",,"Dog","neuteredmale",1460,"mixed","black","tan","true"
"true",2,"Adoption",,"Dog","spayedfemale",4380,"chihuahuashorthair","tan","white","true"
"true",0,"Return_to_owner",,"Dog","spayedfemale",730,"mixed","black","white","true"
"false",0,"Transfer","Partner","Cat","intactmale",21,"mixed","black",,"false"
"true",6,"Adoption",,"Dog","spayedfemale",240,"mixed","brown","white","true"
"true",6,"Return_to_owner",,"Dog","spayedfemale",1095,"mixed","black","tan","true"
"false",2,"Transfer","SCRP","Cat","intactfemale",90,"mixed","browntabby",,"false"
"true",6,"Adoption",,"Dog","neuteredmale",60,"mixed","tan","white","true"
"true",0,"Transfer","Partner","Cat","neuteredmale",2190,"mixed","blue",,"false"
"false",5,"Return_to_owner",,"Dog","neuteredmale",730,"mixed","black","white","true"
"true",5,"Return_to_owner",,"Dog","spayedfemale",730,"mixed","black","white","true"
"true",6,"Adoption","Foster","Dog","neuteredmale",180,"mixed","tan",,"false"
"true",5,"Euthanasia","Suffering","Dog","neuteredmale",5475,"mixed","gold",,"false"
"true",1,"Transfer","Partner","Dog","neuteredmale",120,"mixed","tan",,"false"
"true",2,"Transfer","Partner","Cat","neuteredmale",365,"mixed","creamtabby","white","true"
"true",6,"Transfer","Partner","Cat","intactfemale",30,"mixed","cream",,"false"
"true",2,"Transfer","Partner","Cat","intactfemale",14,"mixed","browntabby",,"false"
"true",3,"Transfer","Partner","Dog","intactmale",730,"mixed","chocolate",,"false"
"true",6,"Adoption","Foster","Cat","neuteredmale",60,"mixed","cream","white","true"
"true",0,"Adoption","Foster","Dog","neuteredmale",60,"mixed","brown","white","true"
"true",2,"Adoption",,"Cat","neuteredmale",1825,"mixed","orangetabby","white","true"
"true",2,"Adoption","Foster","Dog","spayedfemale",730,"mixed","brownbrindle",,"false"
"true",6,"Return_to_owner",,"Dog","spayedfemale",3650,"mixed","black","brown","true"
"true",3,"Adoption",,"Dog","spayedfemale",60,"mixed","black",,"false"
"true",2,"Transfer","Partner","Dog","intactmale",4745,"mixed","apricot",,"false"
"false",2,"Transfer","SCRP","Cat","spayedfemale",730,"mixed","blue","white","true"
"true",6,"Adoption",,"Dog","neuteredmale",730,"mixed","black","brown","true"
"true",2,"Adoption",,"Dog","neuteredmale",730,"mixed","brown","gray","true"
"true",6,"Euthanasia","Aggressive","Dog","intactfemale",365,"mixed","blue","white","true"
"true",6,"Transfer","Partner","Dog","neuteredmale",90,"mixed","brown","fawn","true"
"true",3,"Return_to_owner",,"Dog","intactfemale",90,"mixed","buff",,"false"
"false",3,"Euthanasia","Suffering","Cat","intactmale",30,"mixed","orangetabby",,"false"
"true",4,"Transfer","Partner","Dog","neuteredmale",1095,"mixed","brown",,"false"
"true",6,"Adoption",,"Cat","neuteredmale",60,"mixed","browntabby","white","true"
"false",5,"Transfer","Partner","Cat","intactfemale",21,"mixed","black","white","true"
"true",6,"Adoption",,"Dog","spayedfemale",730,"mixed","brown",,"false"
"false",6,"Adoption",,"Dog","neuteredmale",30,"mixed","tan","white","true"
"true",1,"Adoption",,"Dog","neuteredmale",60,"mixed","redmerle",,"false"
"false",2,"Transfer","SCRP","Cat","intactmale",730,"mixed","black","white","true"
"true",2,"Transfer","Partner","Dog","neuteredmale",730,"mixed","black",,"false"
"true",2,"Transfer","Partner","Cat","spayedfemale",1095,"mixed","black","white","true"
"false",1,"Transfer","SCRP","Cat","intactfemale",730,"mixed","calico",,"false"
"true",5,"Transfer","Partner","Dog","neuteredmale",365,"mixed","tan","white","true"
"true",2,"Adoption",,"Dog","neuteredmale",90,"mixed","tan",,"false"
"false",1,"Transfer","Partner","Cat","intactfemale",30,"mixed","black","white","true"
"true",6,"Adoption","Foster","Cat","spayedfemale",60,"mixed","blue","white","true"
"true",2,"Adoption",,"Cat","spayedfemale",90,"mixed","black","white","true"
"true",4,"Return_to_owner",,"Dog","spayedfemale",1095,"mixed","blue","white","true"
"true",6,"Adoption",,"Cat","neuteredmale",150,"mixed","orangetabby",,"false"
"true",4,"Adoption",,"Dog","spayedfemale",730,"mixed","black","sable","true"
"true",4,"Adoption",,"Cat","intactfemale",60,"mixed","tortie",,"false"
"false",6,"Adoption",,"Cat","neuteredmale",120,"mixed","lilacpoint",,"false"
"true",2,"Adoption",,"Cat","neuteredmale",60,"mixed","black",,"false"
"true",4,"Return_to_owner",,"Cat","neuteredmale",2920,"mixed","torbie",,"false"
"true",4,"Transfer","Partner","Dog","spayedfemale",365,"mixed","red","white","true"
"true",1,"Adoption",,"Cat","spayedfemale",60,"mixed","browntabby",,"false"
"false",1,"Euthanasia","Suffering","Dog","intactfemale",1095,"mixed","cream",,"false"
"true",0,"Adoption",,"Cat","neuteredmale",60,"mixed","blacktabby","white","true"
"true",5,"Adoption",,"Dog","neuteredmale",210,"mixed","blue","white","true"
"false",5,"Transfer","Partner","Dog","neuteredmale",180,"mixed","brownbrindle","white","true"
"true",3,"Return_to_owner",,"Cat","neuteredmale",1460,"mixed","black","white","true"
"true",0,"Return_to_owner",,"Dog","spayedfemale",1095,"mixed","tan","white","true"
"true",1,"Return_to_owner",,"Dog","spayedfemale",5840,"mixed","tan","white","true"
"true",6,"Adoption",,"Cat","spayedfemale",90,"mixed","browntabby","white","true"
"true",4,"Transfer","Partner","Dog","neuteredmale",2920,"pitbull","brownbrindle","white","true"
"false",4,"Transfer","Partner","Cat","intactmale",21,"mixed","gray",,"false"
"true",4,"Adoption",,"Dog","spayedfemale",365,"mixed","black","white","true"
"true",2,"Transfer","Partner","Dog","intactmale",730,"mixed","tan","white","true"
"true",2,"Adoption",,"Dog","neuteredmale",730,"mixed","black","tan","true"
"true",3,"Return_to_owner",,"Dog","neuteredmale",5840,"bullterrier","black","white","true"
"true",3,"Transfer","Partner","Cat","spayedfemale",120,"mixed","calico",,"false"
"true",6,"Adoption",,"Cat","spayedfemale",60,"mixed","browntabby","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",730,"mixed","black","white","true"
"true",1,"Adoption",,"Dog","spayedfemale",300,"mixed","black","brown","true"
"true",6,"Return_to_owner",,"Dog","intactmale",1460,"mixed","red","white","true"
"true",0,"Return_to_owner",,"Dog","neuteredmale",1825,"mixed","black","white","true"
"true",0,"Transfer","Partner","Cat","spayedfemale",730,"mixed","black","white","true"
"true",4,"Return_to_owner",,"Dog","spayedfemale",4745,"mixed","tricolor",,"false"
"true",2,"Adoption",,"Cat","spayedfemale",60,"mixed","blue","white","true"
"true",4,"Return_to_owner",,"Dog","neuteredmale",5110,"mixed","black",,"false"
"true",0,"Adoption","Offsite","Dog","neuteredmale",2190,"mixed","silver","tan","true"
"true",5,"Transfer","Partner","Cat","spayedfemale",120,"mixed","black","white","true"
"true",4,"Adoption",,"Dog","neuteredmale",3650,"mixed","tan",,"false"
"false",2,"Adoption",,"Cat","neuteredmale",60,"mixed","browntabby",,"false"
"true",3,"Transfer","Partner","Cat","intactmale",30,"mixed","black",,"false"
"false",5,"Transfer","SCRP","Cat","intactfemale",120,"mixed","calico",,"false"
"true",2,"Transfer","Partner","Dog","intactmale",730,"mixed","white",,"false"
"false",3,"Transfer","SCRP","Cat","intactmale",365,"mixed","blue","white","true"
"true",2,"Return_to_owner",,"Dog","neuteredmale",1825,"mixed","black",,"false"
"true",1,"Adoption","Foster","Cat","neuteredmale",60,"mixed","orangetabby",,"false"
"true",0,"Transfer","Partner","Dog","neuteredmale",180,"mixed","brownbrindle","white","true"
"false",3,"Transfer","SCRP","Cat","intactfemale",365,"mixed","tortie",,"false"
"false",3,"Transfer","SCRP","Cat","intactmale",2190,"mixed","black",,"false"
"false",3,"Died","In Foster","Cat","intactmale",30,"mixed","browntabby",,"false"
"true",3,"Adoption",,"Dog","spayedfemale",730,"staffordshire","brownbrindle",,"false"
"false",1,"Euthanasia","Aggressive","Dog","neuteredmale",1825,"australiancattledog","bluemerle",,"false"
"true",1,"Transfer","Partner","Cat","spayedfemale",60,"mixed","tortie",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",60,"mixed","black","white","true"
"false",2,"Transfer","SCRP","Cat","intactmale",730,"mixed","browntabby",,"false"
"true",4,"Return_to_owner",,"Dog","neuteredmale",2920,"mixed","black","tan","true"
"true",4,"Transfer","Partner","Cat","intactfemale",28,"mixed","browntabby",,"false"
"false",4,"Transfer","SCRP","Cat","spayedfemale",2920,"mixed","tortie",,"false"
"false",5,"Transfer","SCRP","Cat","unknown",90,"mixed","bluetabby",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",1460,"mixed","black","white","true"
"true",4,"Return_to_owner",,"Cat","neuteredmale",270,"mixed","blue","white","true"
"true",4,"Return_to_owner",,"Dog","neuteredmale",365,"mixed","black","white","true"
"true",4,"Transfer","Partner","Cat","neuteredmale",730,"mixed","creamtabby","white","true"
"true",5,"Adoption",,"Dog","neuteredmale",300,"mixed","black","brown","true"
"false",3,"Transfer","Partner","Dog","intactfemale",120,"dachshund","brown","white","true"
"false",3,"Adoption",,"Cat","neuteredmale",60,"mixed","blue",,"false"
"false",2,"Transfer","Partner","Dog","intactfemale",28,"mixed","black","white","true"
"true",1,"Transfer","Partner","Dog","neuteredmale",365,"mixed","brown","white","true"
"false",2,"Transfer","Partner","Cat","intactmale",30,"mixed","orangetabby","white","true"
"true",2,"Return_to_owner",,"Dog","neuteredmale",730,"bassethound","tricolor",,"false"
"true",6,"Return_to_owner",,"Dog","spayedfemale",330,"mixed","tan","white","true"
"true",5,"Return_to_owner",,"Cat","spayedfemale",730,"mixed","calico",,"false"
"false",3,"Transfer","SCRP","Cat","neuteredmale",2190,"mixed","browntabby","white","true"
"true",0,"Transfer","Partner","Dog","spayedfemale",1095,"mixed","tan",,"false"
"true",2,"Transfer","Partner","Dog","neuteredmale",730,"miniatureschnauzer","gray","white","true"
"true",2,"Adoption","Foster","Dog","spayedfemale",730,"mixed","blue","white","true"
"true",6,"Adoption",,"Dog","spayedfemale",365,"mixed","tan","white","true"
"false",4,"Transfer","Partner","Cat","intactfemale",30,"mixed","browntabby",,"false"
"false",1,"Transfer","Partner","Cat","unknown",3,"mixed","black","white","true"
"true",1,"Return_to_owner",,"Dog","neuteredmale",4380,"mixed","tan",,"false"
"true",3,"Return_to_owner",,"Dog","neuteredmale",2920,"mixed","tan","white","true"
"false",3,"Transfer","SCRP","Cat","intactfemale",730,"mixed","black",,"false"
"false",6,"Euthanasia","Suffering","Cat","intactmale",365,"mixed","creamtabby",,"false"
"true",5,"Adoption",,"Cat","intactfemale",60,"mixed","calico",,"false"
"true",5,"Adoption",,"Cat","neuteredmale",90,"mixed","lynxpoint",,"false"
"false",4,"Transfer","SCRP","Cat","unknown",180,"mixed","black","white","true"
"false",0,"Transfer","SCRP","Cat","spayedfemale",210,"mixed","blue","white","true"
"false",3,"Transfer","Partner","Cat","intactfemale",7,"mixed","black",,"false"
"true",6,"Return_to_owner",,"Dog","neuteredmale",365,"mixed","brown",,"false"
"true",6,"Adoption",,"Dog","neuteredmale",730,"mixed","brown","white","true"
"false",3,"Transfer","Partner","Cat","intactmale",3,"mixed","black",,"false"
"false",5,"Transfer","SCRP","Cat","unknown",365,"mixed","browntabby",,"false"
"false",6,"Adoption",,"Dog","spayedfemale",60,"mixed","tricolor",,"false"
"true",0,"Adoption","Foster","Cat","spayedfemale",1460,"mixed","bluecream","tortie","true"
"true",3,"Transfer","Partner","Dog","intactmale",365,"mixed","brown",,"false"
"false",5,"Transfer","Partner","Cat","intactmale",1,"mixed","graytabby",,"false"
"true",6,"Return_to_owner",,"Dog","spayedfemale",2920,"mixed","brown","white","true"
"false",5,"Euthanasia","Suffering","Cat","intactfemale",210,"mixed","black","white","true"
"false",5,"Transfer","SCRP","Cat","intactfemale",730,"mixed","browntabby","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",240,"mixed","blue","white","true"
"false",2,"Transfer","SCRP","Cat","intactfemale",1095,"mixed","black",,"false"
"true",6,"Return_to_owner",,"Dog","spayedfemale",365,"mixed","brownbrindle",,"false"
"true",6,"Adoption",,"Cat","spayedfemale",730,"mixed","browntabby",,"false"
"true",3,"Transfer","Partner","Cat","spayedfemale",1825,"mixed","calico",,"false"
"true",1,"Adoption","Foster","Dog","neuteredmale",1460,"mixed","tricolor",,"false"
"false",2,"Transfer","SCRP","Cat","unknown",60,"mixed","browntabby","white","true"
"true",5,"Adoption",,"Cat","neuteredmale",60,"mixed","orangetabby",,"false"
"true",2,"Transfer","Partner","Dog","intactmale",1460,"greyhound","black","white","true"
"true",4,"Transfer","Partner","Cat","neuteredmale",120,"mixed","browntabby","white","true"
"true",3,"Transfer","Partner","Dog","intactfemale",150,"mixed","black","brown","true"
"true",2,"Adoption",,"Cat","neuteredmale",90,"mixed","orangetabby","white","true"
"true",5,"Return_to_owner",,"Dog","spayedfemale",1095,"germanshepherd","black","tan","true"
"false",3,"Transfer","Partner","Dog","spayedfemale",240,"mixed","brown",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",210,"mixed","redtick","white","true"
"true",6,"Return_to_owner",,"Dog","intactfemale",1825,"mixed","brown","white","true"
"true",1,"Transfer","Partner","Dog","spayedfemale",730,"mixed","black","white","true"
"false",0,"Adoption",,"Dog","neuteredmale",300,"anatolshepherd","brown","white","true"
"false",3,"Return_to_owner",,"Dog","neuteredmale",4745,"mixed","black","tan","true"
"false",3,"Transfer","Partner","Cat","intactfemale",21,"mixed","calico",,"false"
"false",2,"Transfer","SCRP","Cat","intactmale",120,"mixed","orangetabby",,"false"
"false",6,"Adoption",,"Cat","spayedfemale",90,"mixed","black","white","true"
"false",3,"Transfer","Partner","Cat","intactfemale",30,"mixed","calico",,"false"
"false",3,"Transfer","SCRP","Cat","intactfemale",300,"mixed","browntabby","white","true"
"false",3,"Adoption",,"Cat","spayedfemale",90,"mixed","calico",,"false"
"false",2,"Adoption",,"Dog","spayedfemale",30,"mixed","black",,"false"
"true",5,"Transfer","Partner","Cat","intactmale",30,"mixed","browntabby","white","true"
"true",1,"Return_to_owner",,"Dog","spayedfemale",150,"mixed","chocolate","white","true"
"true",5,"Return_to_owner",,"Dog","spayedfemale",730,"mixed","black","white","true"
"false",6,"Euthanasia","Suffering","Cat","intactmale",7,"mixed","orangetabby",,"false"
"false",0,"Transfer","Partner","Cat","intactfemale",365,"mixed","bluetabby",,"false"
"true",3,"Adoption","Foster","Dog","spayedfemale",30,"mixed","tricolor",,"false"
"true",4,"Return_to_owner",,"Dog","spayedfemale",240,"mixed","brown","white","true"
"true",5,"Transfer","Partner","Dog","intactfemale",2920,"mixed","tan","white","true"
"true",3,"Return_to_owner",,"Dog","neuteredmale",730,"mixed","white",,"false"
"true",0,"Adoption",,"Cat","neuteredmale",180,"mixed","creamtabby",,"false"
"true",0,"Transfer","Partner","Dog","intactmale",365,"mixed","brown",,"false"
"false",4,"Transfer","Partner","Cat","intactfemale",14,"mixed","tortie",,"false"
"false",2,"Transfer","Partner","Cat","intactfemale",90,"domesticshorthair","bluetabby","white","true"
"false",1,"Transfer","Partner","Cat","intactfemale",28,"mixed","calico",,"false"
"false",5,"Adoption",,"Cat","spayedfemale",30,"mixed","black","white","true"
"false",1,"Transfer","Partner","Cat","unknown",14,"mixed","orangetabby",,"false"
"true",1,"Return_to_owner",,"Dog","neuteredmale",1825,"mixed","red",,"false"
"true",6,"Return_to_owner",,"Cat","neuteredmale",150,"mixed","black",,"false"
"false",1,"Transfer","Partner","Cat","spayedfemale",120,"mixed","torbie",,"false"
"true",0,"Adoption",,"Cat","neuteredmale",365,"mixed","browntabby","white","true"
"false",3,"Transfer","Partner","Cat","intactmale",3,"mixed","browntabby",,"false"
"true",4,"Adoption",,"Cat","neuteredmale",730,"mixed","orangetabby",,"false"
"false",3,"Transfer","Partner","Dog","neuteredmale",4745,"mixed","black","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",2190,"mixed","white",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",730,"mixed","black","white","true"
"false",0,"Euthanasia","Suffering","Cat","intactmale",1460,"mixed","flamepoint",,"false"
"false",1,"Adoption",,"Cat","neuteredmale",60,"mixed","bluetabby",,"false"
"true",6,"Adoption","Foster","Cat","neuteredmale",30,"mixed","orangetabby",,"false"
"true",4,"Transfer","Partner","Cat","intactmale",60,"mixed","black",,"false"
"true",3,"Adoption",,"Dog","neuteredmale",365,"mixed","chocolate","white","true"
"false",1,"Transfer","Partner","Cat","intactmale",21,"mixed","blacksmoke","white","true"
"false",2,"Transfer","Partner","Cat","unknown",21,"mixed","browntabby",,"false"
"true",6,"Adoption",,"Dog","neuteredmale",365,"mixed","black","brown","true"
"true",5,"Adoption","Offsite","Cat","neuteredmale",365,"mixed","browntabby","white","true"
"true",4,"Transfer","Partner","Dog","intactfemale",2555,"mixed","black",,"false"
"true",4,"Euthanasia","Suffering","Cat","spayedfemale",2555,"mixed","blue","white","true"
"false",3,"Adoption",,"Cat","spayedfemale",1095,"mixed","calicopoint",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",240,"mixed","tan","white","true"
"true",3,"Adoption",,"Dog","neuteredmale",365,"mixed","black","brown","true"
"false",3,"Euthanasia","Suffering","Cat","unknown",28,"mixed","blue",,"false"
"false",1,"Transfer","SCRP","Cat","neuteredmale",730,"mixed","black","white","true"
"true",2,"Return_to_owner",,"Dog","spayedfemale",60,"mixed","brown","white","true"
"true",5,"Adoption",,"Cat","spayedfemale",730,"mixed","lynxpoint",,"false"
"true",3,"Return_to_owner",,"Cat","spayedfemale",3650,"mixed","black","white","true"
"false",0,"Transfer","Partner","Dog","intactmale",730,"mixed","brown",,"false"
"false",4,"Transfer","SCRP","Cat","intactfemale",180,"mixed","browntabby","white","true"
"true",0,"Euthanasia","Aggressive","Dog","neuteredmale",2555,"mixed","chocolate","white","true"
"true",6,"Adoption",,"Cat","neuteredmale",90,"mixed","bluetabby",,"false"
"true",3,"Adoption","Foster","Cat","neuteredmale",30,"mixed","bluetabby",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",330,"mixed","buff",,"false"
"true",5,"Transfer","Partner","Cat","spayedfemale",1825,"mixed","tortie",,"false"
"false",0,"Transfer","Partner","Cat","intactmale",14,"mixed","orangetabby","white","true"
"false",6,"Transfer","SCRP","Cat","intactfemale",365,"mixed","browntabby","white","true"
"true",5,"Adoption","Offsite","Dog","neuteredmale",1095,"mixed","black",,"false"
"true",4,"Return_to_owner",,"Dog","spayedfemale",730,"mixed","tan","white","true"
"true",3,"Adoption",,"Dog","neuteredmale",1095,"mixed","tricolor",,"false"
"true",0,"Return_to_owner",,"Dog","neuteredmale",5110,"mixed","black",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",90,"mixed","black","white","true"
"false",6,"Euthanasia","Suffering","Dog","intactfemale",4380,"chihuahuashorthair","chocolate","white","true"
"true",2,"Adoption",,"Dog","spayedfemale",120,"mixed","red","white","true"
"true",4,"Return_to_owner",,"Dog","intactmale",30,"mixed","white",,"false"
"true",2,"Return_to_owner",,"Dog","neuteredmale",365,"mixed","chocolate",,"false"
"true",5,"Transfer","Partner","Dog","neuteredmale",2190,"mixed","red",,"false"
"false",6,"Transfer","Partner","Dog","unknown",2,"mixed","tan",,"false"
"true",3,"Adoption",,"Dog","spayedfemale",730,"mixed","brownbrindle","tan","true"
"false",2,"Return_to_owner",,"Dog","spayedfemale",240,"mixed","black","tan","true"
"false",2,"Died","In Kennel","Cat","unknown",6,"mixed","black","white","true"
"true",5,"Transfer","Partner","Dog","intactmale",1095,"mixed","black","white","true"
"false",1,"Transfer","Partner","Cat","intactmale",14,"mixed","creamtabby","white","true"
"true",5,"Transfer","Partner","Dog","neuteredmale",1095,"mixed","bluemerle","tan","true"
"true",3,"Transfer","Partner","Dog","neuteredmale",90,"mixed","white",,"false"
"false",2,"Euthanasia","Suffering","Cat","intactmale",150,"mixed","buff",,"false"
"true",4,"Transfer","Partner","Dog","intactfemale",60,"mixed","chocolate",,"false"
"true",6,"Adoption",,"Dog","spayedfemale",90,"mixed","black","white","true"
"true",4,"Euthanasia","Aggressive","Dog","spayedfemale",730,"mixed","black","white","true"
"true",4,"Return_to_owner",,"Dog","intactmale",1825,"mixed","black","brown","true"
"true",5,"Return_to_owner",,"Dog","neuteredmale",1825,"mixed","bluemerle",,"false"
"false",0,"Transfer","Partner","Cat","neuteredmale",90,"mixed","browntabby",,"false"
"false",6,"Transfer","SCRP","Cat","intactmale",365,"mixed","browntabby",,"false"
"true",3,"Transfer","Partner","Cat","neuteredmale",730,"mixed","bluetabby","white","true"
"false",1,"Transfer","SCRP","Cat","spayedfemale",1460,"mixed","browntabby",,"false"
"true",0,"Adoption",,"Cat","intactfemale",60,"mixed","browntabby",,"false"
"true",5,"Transfer","Partner","Dog","intactmale",60,"mixed","buff",,"false"
"false",1,"Return_to_owner",,"Dog","intactmale",1,"mixed","brownbrindle","white","true"
"false",1,"Transfer","SCRP","Cat","spayedfemale",730,"mixed","calico",,"false"
"true",6,"Adoption",,"Cat","spayedfemale",210,"mixed","browntabby","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",365,"mixed","red","white","true"
"false",0,"Adoption",,"Dog","neuteredmale",2190,"mixed","black","red","true"
"true",4,"Transfer","Partner","Dog","neuteredmale",1460,"mixed","tan",,"false"
"true",6,"Transfer","Partner","Cat","spayedfemale",120,"mixed","browntabby","white","true"
"true",0,"Adoption",,"Cat","spayedfemale",1095,"mixed","browntabby","white","true"
"true",2,"Return_to_owner",,"Dog","intactfemale",4380,"boxer","brown","white","true"
"true",2,"Adoption",,"Cat","neuteredmale",2190,"mixed","browntabby","white","true"
"true",4,"Transfer","Partner","Dog","neuteredmale",730,"mixed","blackbrindle","white","true"
"true",3,"Return_to_owner",,"Dog","neuteredmale",2190,"mixed","brownbrindle",,"false"
"true",6,"Adoption","Foster","Dog","neuteredmale",60,"mixed","black","brown","true"
"false",6,"Transfer","Partner","Cat","unknown",21,"mixed","browntabby","white","true"
"true",0,"Adoption",,"Cat","intactfemale",30,"mixed","torbie",,"false"
"true",0,"Return_to_owner",,"Dog","spayedfemale",2555,"siberianhusky","brown","white","true"
"false",5,"Transfer","Partner","Dog","intactmale",7,"mixed","sable",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",365,"mixed","black","tan","true"
"true",1,"Return_to_owner",,"Dog","intactmale",730,"mixed","tricolor",,"false"
"false",3,"Transfer","Partner","Dog","intactmale",120,"mixed","black","tan","true"
"false",5,"Transfer","SCRP","Cat","intactmale",365,"mixed","blue","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",1825,"mixed","black","brown","true"
"true",0,"Died","In Foster","Dog","neuteredmale",4745,"maltese","white",,"false"
"true",4,"Transfer","Partner","Cat","spayedfemale",1095,"mixed","calico",,"false"
"false",4,"Transfer","Partner","Cat","intactfemale",90,"mixed","browntabby",,"false"
"false",2,"Transfer","SCRP","Cat","intactmale",365,"mixed","black",,"false"
"true",1,"Transfer","Partner","Cat","intactmale",28,"mixed","black",,"false"
"false",5,"Transfer","SCRP","Cat","unknown",365,"mixed","bluetabby","white","true"
"false",0,"Transfer","SCRP","Cat","intactmale",365,"mixed","blue","white","true"
"false",5,"Transfer","SCRP","Cat","unknown",730,"mixed","black","white","true"
"true",0,"Adoption",,"Cat","spayedfemale",365,"mixed","white",,"false"
"true",2,"Return_to_owner",,"Dog","spayedfemale",3650,"mixed","brownbrindle","white","true"
"true",1,"Transfer","Partner","Dog","spayedfemale",240,"mixed","gold",,"false"
"true",3,"Adoption","Foster","Cat","spayedfemale",30,"mixed","lynxpoint",,"false"
"true",4,"Adoption","Foster","Dog","neuteredmale",365,"mixed","brown","white","true"
"false",5,"Adoption",,"Cat","neuteredmale",730,"mixed","orangetabby","white","true"
"true",6,"Adoption","Offsite","Dog","spayedfemale",30,"mixed","brown",,"false"
"true",1,"Transfer","Partner","Cat","neuteredmale",120,"mixed","orangetabby","white","true"
"true",1,"Adoption",,"Dog","spayedfemale",60,"mixed","brownmerle",,"false"
"false",6,"Adoption",,"Dog","spayedfemale",365,"mixed","gray",,"false"
"true",1,"Adoption",,"Cat","spayedfemale",120,"mixed","browntabby",,"false"
"true",3,"Transfer","Partner","Dog","intactfemale",90,"mixed","black","white","true"
"true",4,"Transfer","Partner","Dog","intactfemale",365,"mixed","black","tan","true"
"false",2,"Transfer","Partner","Dog","spayedfemale",30,"mixed","black","brown","true"
"false",0,"Transfer","Partner","Dog","neuteredmale",150,"mixed","black","white","true"
"false",2,"Transfer","SCRP","Cat","intactfemale",150,"mixed","lynxpoint",,"false"
"false",6,"Adoption",,"Dog","neuteredmale",60,"mixed","brown","white","true"
"true",2,"Transfer","Partner","Cat","neuteredmale",365,"mixed","browntabby",,"false"
"true",1,"Return_to_owner",,"Dog","spayedfemale",365,"mixed","brown",,"false"
"true",0,"Adoption",,"Cat","spayedfemale",90,"mixed","black",,"false"
"false",4,"Adoption",,"Dog","neuteredmale",270,"mixed","tan","white","true"
"true",1,"Adoption",,"Cat","neuteredmale",150,"mixed","bluetabby","white","true"
"false",6,"Transfer","SCRP","Cat","unknown",365,"mixed","orangetabby",,"false"
"true",6,"Adoption",,"Dog","neuteredmale",365,"mixed","black","white","true"
"true",2,"Transfer","Partner","Dog","spayedfemale",730,"mixed","black","tricolor","true"
"true",3,"Adoption",,"Cat","spayedfemale",30,"mixed","browntabby",,"false"
"true",4,"Return_to_owner",,"Dog","spayedfemale",2555,"mixed","white",,"false"
"false",0,"Adoption",,"Cat","neuteredmale",60,"mixed","black",,"false"
"false",6,"Transfer","SCRP","Cat","intactmale",120,"mixed","browntabby",,"false"
"true",2,"Adoption","Foster","Cat","spayedfemale",90,"mixed","black","white","true"
"true",6,"Adoption",,"Dog","spayedfemale",30,"mixed","black","white","true"
"true",4,"Adoption",,"Cat","neuteredmale",60,"mixed","black","white","true"
"true",0,"Transfer","Partner","Dog","spayedfemale",1460,"mixed","apricot",,"false"
"false",0,"Euthanasia","Suffering","Cat","intactmale",730,"mixed","bluetabby","white","true"
"true",2,"Transfer","Partner","Dog","spayedfemale",180,"mixed","brown","white","true"
"true",3,"Adoption","Foster","Dog","spayedfemale",365,"mixed","black","white","true"
"false",5,"Adoption",,"Dog","neuteredmale",60,"mixed","brown","white","true"
